Job Title,Job Link,Agency,Location,Pay,Section,Posted Date,latitude,longitude,MinAnnualSalary,MaxAnnualSalary
Burlington State Fish Hatchery - #241211-3492VR-003,https://www.jobapscloud.com/CT/sup/BulPreview.asp?R1=241211&R2=3492VR&R3=003,N/A,CT,$16.35 - $20.00/hour,Fish & Wildlife,12/30/2024 11:45:00 AM,41.597782,-72.755371,34008,41600
Migratory Bird Program - #241219-3492VR-003,https://www.jobapscloud.com/CT/sup/BulPreview.asp?R1=241219&R2=3492VR&R3=003,N/A,CT,$16.35 - $20.00/hour,Fish & Wildlife,12/30/2024 11:45:00 AM,41.597782,-72.755371,34008,41600
Diadromous Inland Fisheries Program - #241219-3492VR-006,https://www.jobapscloud.com/CT/sup/BulPreview.asp?R1=241219&R2=3492VR&R3=006,N/A,CT,$16.35 - $20.00/hour,Fish & Wildlife,12/26/2024 3:05:00 PM,41.597782,-72.755371,34008,41600
Sherwood Island State Park - #241210-3492VR-001,https://www.jobapscloud.com/CT/sup/BulPreview.asp?R1=241210&R2=3492VR&R3=001,N/A,CT,$16.35 - $20.00/hour,Parks & Recreation,12/23/2024 3:27:00 PM,41.597782,-72.755371,34008,41600
Fisheries - HCE Program - #241219-3492VR-002,https://www.jobapscloud.com/CT/sup/BulPreview.asp?R1=241219&R2=3492VR&R3=002,N/A,CT,$16.35 - $20.00/hour,Fish & Wildlife,12/23/2024 2:30:00 PM,41.597782,-72.755371,34008,41600
Salmon River State Forest - #241210-3492VR-002,https://www.jobapscloud.com/CT/sup/BulPreview.asp?R1=241210&R2=3492VR&R3=002,N/A,CT,$16.35 - $20.00/hour,Forestry,12/23/2024 12:30:00 PM,41.597782,-72.755371,34008,41600
Salt Rock State Forest - #241203-3492VR-007,https://www.jobapscloud.com/CT/sup/BulPreview.asp?R1=241203&R2=3492VR&R3=007,N/A,CT,$16.35 - $20.00/hour,Forestry,12/23/2024 12:30:00 PM,41.597782,-72.755371,34008,41600
Kensington State Fish Hatchery - #241212-3492VR-001,https://www.jobapscloud.com/CT/sup/BulPreview.asp?R1=241212&R2=3492VR&R3=001,N/A,CT,$16.35 - $20.00/hour,Fish & Wildlife,12/20/2024 11:30:00 AM,41.597782,-72.755371,34008,41600
Fisheries Education Center - Killingworth - #241213-3492VR-001,https://www.jobapscloud.com/CT/sup/BulPreview.asp?R1=241213&R2=3492VR&R3=001,N/A,CT,$16.35 - $20.00/hour,Fish & Wildlife,12/17/2024 2:00:00 PM,41.597782,-72.755371,34008,41600
Topsmead State Forest/Black Rock State Park - #241203-3492VR-003,https://www.jobapscloud.com/CT/sup/BulPreview.asp?R1=241203&R2=3492VR&R3=003,N/A,CT,$16.35 - $20.00/hour,Parks & Recreation,12/16/2024 12:00:00 PM,41.597782,-72.755371,34008,41600
Quinebaug Valley Trout Hatchery - #241211-3492VR-002,https://www.jobapscloud.com/CT/sup/BulPreview.asp?R1=241211&R2=3492VR&R3=002,N/A,CT,$16.35 - $20.00/hour,Fish & Wildlife,12/11/2024 2:50:00 PM,41.597782,-72.755371,34008,41600
Candlewood Lake Pumpout Boat Operation - #241205-3492VR-006,https://www.jobapscloud.com/CT/sup/BulPreview.asp?R1=241205&R2=3492VR&R3=006,N/A,CT,$16.35 - $20.00/hour,Natural Resources,12/11/2024,41.597782,-72.755371,34008,41600
People State Forest - #241129-3492VR-005,https://www.jobapscloud.com/CT/sup/BulPreview.asp?R1=241129&R2=3492VR&R3=005,N/A,CT,$16.35 - $20.00/hour,Forestry,12/10/2024 4:00:00 PM,41.597782,-72.755371,34008,41600
Goodwin Conservation Education Center - #241202-3492VR-002,https://www.jobapscloud.com/CT/sup/BulPreview.asp?R1=241202&R2=3492VR&R3=002,N/A,CT,$16.35 - $20.00/hour,Natural Resources,12/9/2024 3:05:00 PM,41.597782,-72.755371,34008,41600
Pachaug State Forest - #241203-3492VR-002,https://www.jobapscloud.com/CT/sup/BulPreview.asp?R1=241203&R2=3492VR&R3=002,N/A,CT,$16.35 - $20.00/hour,Forestry,12/9/2024 2:40:00 PM,41.597782,-72.755371,34008,41600
Wildlife Division - #241129-3492VR-001,https://www.jobapscloud.com/CT/sup/BulPreview.asp?R1=241129&R2=3492VR&R3=001,N/A,CT,$16.35 - $20.00/hour,Fish & Wildlife,12/6/2024 3:10:00 PM,41.597782,-72.755371,34008,41600
SEASONAL HOURLY (Natural Resource Technician II) - #25-002293-0016,https://www.jobapscloud.com/MD/sup/BulPreview.asp?R1=25&R2=002293&R3=0016,DNR - Fisheries Service,MD,$18.98/hour,Natural Resources,3/14/2025 11:59:00 PM,39.063946,-76.802101,,39478.4
GEOSPATIAL APPLICATION DEVELOPER (ADMINISTRATOR IV) - #25-002589-0004,https://www.jobapscloud.com/MD/sup/BulPreview.asp?R1=25&R2=002589&R3=0004,MDP Local Planning Assistance,MD,"$73,957.00 - $94,701.00/year with progression to $119,492.00/year",GIS,3/10/2025 11:59:00 PM,39.063946,-76.802101,73957,119492
SEASONAL NATURAL RESOURCES TECHNICIAN III (Ecology/Botany Field Surveys) - #25-002293-0010,https://www.jobapscloud.com/MD/sup/BulPreview.asp?R1=25&R2=002293&R3=0010,DNR - Wildlife and Heritage Service,MD,$20.16 - $22.04/hour,Natural Resources,2/24/2025 11:59:00 PM,39.063946,-76.802101,41932.8,45843.2
Seasonal Hourly Shift - Cunningham Falls State Park (Lifeguard Lake/Pool) - #25-002292-0005,https://www.jobapscloud.com/MD/sup/BulPreview.asp?R1=25&R2=002292&R3=0005,DNR - Maryland Park Service - State Wide Operation,MD,$17.33+/hour,Parks & Recreation,1/14/2025 11:59:00 PM,39.063946,-76.802101,,36046.4
Seasonal Hourly Shift - Dans Mountain State Park (Lifeguard Lake/Pool) - #25-002292-0008,https://www.jobapscloud.com/MD/sup/BulPreview.asp?R1=25&R2=002292&R3=0008,DNR - Maryland Park Service - State Wide Operation,MD,$17.33+/hour,Parks & Recreation,1/14/2025 4:00:00 PM,39.063946,-76.802101,,36046.4
Seasonal Hourly Shift - Deep Creek Lake State Park (Lifeguard Lake/Pool) - #25-002292-0012,https://www.jobapscloud.com/MD/sup/BulPreview.asp?R1=25&R2=002292&R3=0012,DNR - Maryland Park Service - State Wide Operation,MD,$17.33+/hour,Parks & Recreation,1/14/2025 4:00:00 PM,39.063946,-76.802101,,36046.4
Seasonal Hourly Shift - Greenbrier State Park (Lifeguard Lake/Pool) - #25-002292-0017,https://www.jobapscloud.com/MD/sup/BulPreview.asp?R1=25&R2=002292&R3=0017,DNR - Maryland Park Service - State Wide Operation,MD,$17.33+/hour,Parks & Recreation,1/14/2025 4:00:00 PM,39.063946,-76.802101,,36046.4
Seasonal Hourly Shift - Herrington Manor State Park (Lifeguard Lake/Pool) - #25-002292-0022,https://www.jobapscloud.com/MD/sup/BulPreview.asp?R1=25&R2=002292&R3=0022,DNR - Maryland Park Service - State Wide Operation,MD,$17.33+/hour,Parks & Recreation,1/14/2025 4:00:00 PM,39.063946,-76.802101,,36046.4
Seasonal Hourly Shift - New Germany State Park (Lifeguard Lake/Pool) - #25-002292-0025,https://www.jobapscloud.com/MD/sup/BulPreview.asp?R1=25&R2=002292&R3=0025,DNR - Maryland Park Service - State Wide Operation,MD,$17.33+/hour,Parks & Recreation,1/14/2025 4:00:00 PM,39.063946,-76.802101,,36046.4
Seasonal Hourly Shift - Pocomoke River State Park (Lifeguard Lake/Pool) - #25-002292-0029,https://www.jobapscloud.com/MD/sup/BulPreview.asp?R1=25&R2=002292&R3=0029,DNR - Maryland Park Service - State Wide Operation,MD,$17.33+/hour,Parks & Recreation,1/14/2025 4:00:00 PM,39.063946,-76.802101,,36046.4
Seasonal Hourly Shift - Rocky Gap State Park (Lifeguard Lake/Pool) - #25-002292-0034,https://www.jobapscloud.com/MD/sup/BulPreview.asp?R1=25&R2=002292&R3=0034,DNR - Maryland Park Service - State Wide Operation,MD,$17.33+/hour,Parks & Recreation,1/14/2025 4:00:00 PM,39.063946,-76.802101,,36046.4
PLANNER LEAD/ADVANCED **REPOST** (Natural Resources and Working Lands Analyst) - #24-001274-0005,https://www.jobapscloud.com/MD/sup/BulPreview.asp?R1=24&R2=001274&R3=0005,MDP Local Planning Assistance,MD,"$69,323.00 - $112,044.00/year",Natural Resources,8/12/2024 9:30:00 AM,39.063946,-76.802101,69323,112044
ENVIRONMENTAL HEALTH SPECIALIST TRAINEE - #18-002428-0004,https://www.jobapscloud.com/MD/sup/BulPreview.asp?R1=18&R2=002428&R3=0004,Maryland Department of Health,MD,"$57,275.00 - $92,108.00/year",Environmental,8/8/2019 11:05:00 AM,39.063946,-76.802101,57275,92108
